Адрес,Дальность от метро,Метро,Название,Описание,Ссылка,Стоимость,Стоимость за метр
"Москва, СВАО, р-н Бутырский, м. Дмитровская, Новодмитровская улица, 2к6",12 минут пешком,Дмитровская,"2-ком кв., 54.4 м², 44/47 этаж","2-комн. квартира, 54,4 м², 44/47 этаж",https://www.cian.ru/sale/flat/309635152/,22 700 000 ₽,417 279 ₽/м²
"Москва, СВАО, р-н Бутырский, м. Дмитровская, Новодмитровская улица, 2к6",12 минут пешком,Дмитровская,"2-комн. апартаменты, 60 м², 30/47 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309972222/,22 950 000 ₽,382 500 ₽/м²
"Москва, ЗАО, р-н Дорогомилово, м. Парк Победы, улица Дениса Давыдова, 3",5 минут пешком,Парк Победы,"2-комн. квартира, 52,3 м², 3/8 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309198761/,22 850 000 ₽,436 902 ₽/м²
"Москва, ЗАО, р-н Фили-Давыдково, м. Филёвский парк, улица Олеко Дундича, 31к1",4 минуты пешком,Филёвский парк,"2-комн. квартира, 55,9 м², 4/14 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309661564/,22 990 000 ₽,411 270 ₽/м²
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, проспект Буденного, 51к1",10 минут пешком,Шоссе Энтузиастов,"2-комн. квартира, 63 м², 15/33 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308947864/,23 000 000 ₽,365 079 ₽/м²
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Большой Тишинский переулок, 37",12 минут пешком,Улица 1905 года,"2-комн. квартира, 39,1 м², 4/12 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310763711/,23 000 000 ₽,588 235 ₽/м²
"Москва, САО, р-н Дмитровский, м. Яхромская, Дмитровское шоссе, 107к4",7 минут пешком,Яхромская,Потрясающие виды!,"2-комн. квартира, 64 м², 22/24 этаж",https://www.cian.ru/sale/flat/309083204/,23 500 000 ₽,367 188 ₽/м²
"Москва, СВАО, р-н Бутырский, м. Бутырская, улица Руставели, 19",1 минута пешком,Бутырская,"2-комн. квартира, 59 м², 6/7 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/307216232/,23 500 000 ₽,398 305 ₽/м²
"Москва, СВАО, р-н Ярославский, м. Свиблово, улица Красная Сосна, 3А",7 минут на транспорте,Свиблово,"2-комн. квартира, 61 м², 18/22 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310636513/,24 000 000 ₽,393 443 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Раменки, Мичуринский проспект, 9К3",6 минут пешком,Раменки,"2-комн. кв., 65 м², 2/17","2-комн. квартира, 65 м², 2/17 этаж",https://www.cian.ru/sale/flat/299370205/,23 990 000 ₽,369 077 ₽/м²
"Москва, САО, р-н Войковский, м. Водный стадион, Головинское шоссе, 10Б",13 минут пешком,Водный стадион,Эксклюзивная видовая квартира!,"2-комн. квартира, 46,4 м², 22/37 этаж",https://www.cian.ru/sale/flat/304347794/,23 999 000 ₽,517 220 ₽/м²
"Москва, СВАО, р-н Бутырский, м. Бутырская, улица Руставели, 14",7 минут пешком,Бутырская,"Видовая квартира , метро 3 минуты","2-комн. квартира, 69,9 м², 17/32 этаж",https://www.cian.ru/sale/flat/308274177/,24 300 000 ₽,347 639 ₽/м²
"Москва, ЗАО, р-н Тропарево-Никулино, м. Юго-Западная, улица Академика Анохина, 2К2",13 минут пешком,Юго-Западная,"2-кк в ипотеку за 14,75%","2-комн. квартира, 72,2 м², 3/19 этаж",https://www.cian.ru/sale/flat/309006780/,24 250 000 ₽,335 873 ₽/м²
"Москва, СЗАО, р-н Хорошево-Мневники, м. Народное Ополчение, Шелепихинская набережная, 40к2",6 минут на транспорте,Хорошёво,Видовая квартира!,"2-комн. квартира, 46,2 м², 18/24 этаж",https://www.cian.ru/sale/flat/292945698/,24 500 000 ₽,530 303 ₽/м²
"Москва, САО, р-н Войковский, м. Водный стадион, Выборгская улица, 7к2",12 минут пешком,Водный стадион,Отличное предложение!,"2-комн. квартира, 59 м², 11/23 этаж",https://www.cian.ru/sale/flat/308256230/,24 700 000 ₽,418 644 ₽/м²
"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Волоколамское шоссе, 81/2с3",5 минут на транспорте,Тушинская,Живу в ЖК! Все покажу и расскажу,"2-комн. апартаменты, 47 м², 7/25 этаж",https://www.cian.ru/sale/flat/297347564/,24 900 000 ₽,529 787 ₽/м²
"Москва, ЮАО, р-н Донской, м. Крымская, Севастопольский проспект, 7/6к1",5 минут пешком,Крымская,"Ремонт новый, полностью для себя","2-комн. квартира, 61 м², 9/23 этаж",https://www.cian.ru/sale/flat/309615216/,24 999 990 ₽,409 836 ₽/м²
"Москва, ЦАО, р-н Басманный, м. Красные ворота, Большой Козловский переулок, 11С2",3 минуты пешком,Красные ворота,Идеальная локация. Кирпичный дом.,"2-комн. квартира, 62 м², 2/5 этаж",https://www.cian.ru/sale/flat/310935286/,25 000 000 ₽,403 226 ₽/м²
"Москва, ЮАО, р-н Нагатино-Садовники, м. Нагатинская, Варшавское шоссе, 37Ак3",6 минут пешком,Нагатинская,видовая квартира 60 кв.м,"2-комн. квартира, 60 м², 25/29 этаж",https://www.cian.ru/sale/flat/308417545/,24 900 000 ₽,415 000 ₽/м²
"Москва, САО, р-н Западное Дегунино, м. Селигерская, Ильменский проезд, 14к3",9 минут пешком,Селигерская,"Меблированная 2-ка ""под тапочки!","2-комн. квартира, 51,4 м², 6/8 этаж",https://www.cian.ru/sale/flat/310520231/,24 990 000 ₽,486 187 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Аминьевская, улица Янковского, 1к2",6 минут пешком,Аминьевская,"2-комн. квартира, 44,7 м², 7/9 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/309211695/,24 900 000 ₽,557 047 ₽/м²
"Москва, СЗАО, р-н Хорошево-Мневники, м. Мнёвники, улица Нижние Мневники",5 минут на транспорте,Терехово ,2 комнаты | БЕЗ ОТДЕЛКИ,"2-комн. квартира, 44,5 м², 5/22 этаж",https://www.cian.ru/sale/flat/304195055/,25 000 000 ₽,561 798 ₽/м²
"Москва, ЦАО, р-н Басманный, м. Курская, Яковоапостольский переулок, 17",2 минуты пешком,Курская,Лучшая цена. Качественный ремонт,"2-комн. квартира, 54 м², 1/5 этаж",https://www.cian.ru/sale/flat/307390678/,25 150 000 ₽,465 741 ₽/м²
"Москва, ВАО, р-н Преображенское, м. Преображенская площадь, Электрозаводская улица, 33С5",9 минут пешком,Преображенская площадь,Отличное Предложение!,"2-комн. апартаменты, 78 м², 6/8 этаж",https://www.cian.ru/sale/flat/306778585/,25 500 000 ₽,326 923 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Минская, проспект Генерала Дорохова, 39к1В",5 минут на транспорте,Минская,Светлая и уютная квартира,"2-комн. квартира, 43,1 м², 5/14 этаж",https://www.cian.ru/sale/flat/304330207/,25 600 000 ₽,593 968 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Аминьевская, улица Лобачевского, 118к2",7 минут пешком,Аминьевская,"2-комн. квартира, 73 м², 15/17 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/307909279/,25 500 000 ₽,349 315 ₽/м²
"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Сидней Сити ЖК, к2/2",6 минут на транспорте,Хорошёво,"2-комн. квартира, 58,2 м², 14/45 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308183423/,25 890 000 ₽,444 845 ₽/м²
